Onset	Duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe
3.0391	2.0272	powerful:meek::fun:boring	powerful:meek	None	None	2	None	6	None	0	0	0	1	0	0
7.0502	2.0316	powerful:meek::fun:boring	None	fun:boring	1	None	2	None	6	0	0	0	0	1	0
10.0652	2.2788	powerful:meek::fun:boring	powerful:meek	fun:boring	1	2	2	6	6	['a']	a	1	0	0	1
13.3786	2.0157	loss:grief::accident:damage	loss:grief	None	None	3	None	7	None	0	0	0	1	0	0
16.6605	2.0151	loss:grief::accident:damage	None	accident:damage	1	None	3	None	7	0	0	0	0	1	0
19.7986	0.6654	loss:grief::accident:damage	loss:grief	accident:damage	1	3	3	7	7	['a']	a	1	0	0	1
21.5029	2.0320	fat:thin::kid:child	fat:thin	None	None	2	None	4	None	0	0	0	1	0	0
24.0813	2.0162	fat:thin::kid:child	None	kid:child	0	None	1	None	1	0	0	0	0	1	0
26.7065	1.1816	fat:thin::kid:child	fat:thin	kid:child	0	2	1	4	1	['a']	a	2	0	0	1
28.9250	2.0318	old:young::dark:light	old:young	None	None	2	None	4	None	0	0	0	1	0	0
31.5821	2.0155	old:young::dark:light	None	dark:light	1	None	2	None	4	0	0	0	0	1	0
34.5981	3.3299	old:young::dark:light	old:young	dark:light	1	2	2	4	4	['a']	a	1	0	0	1
38.9735	2.0146	make:manufacture::difficult:easy	make:manufacture	None	None	1	None	1	None	0	0	0	1	0	0
41.5354	2.0308	make:manufacture::difficult:easy	None	difficult:easy	0	None	2	None	4	0	0	0	0	1	0
44.2684	0.6597	make:manufacture::difficult:easy	make:manufacture	difficult:easy	0	1	2	1	4	['l']	l	1	0	0	1
45.9740	2.0141	thirst:drink::funny:serious	thirst:drink	None	None	3	None	8	None	0	0	0	1	0	0
48.7078	2.0147	thirst:drink::funny:serious	None	funny:serious	0	None	2	None	6	0	0	0	0	1	0
52.0963	2.1758	thirst:drink::funny:serious	thirst:drink	funny:serious	0	3	2	8	6	['a']	a	2	0	0	1
55.3057	2.0262	nervousness:sweat::dirty:bathe	nervousness:sweat	None	None	3	None	8	None	0	0	0	1	0	0
58.1292	2.0411	nervousness:sweat::dirty:bathe	None	dirty:bathe	1	None	3	None	8	0	0	0	0	1	0
61.1226	1.1059	nervousness:sweat::dirty:bathe	nervousness:sweat	dirty:bathe	1	3	3	8	8	['l']	l	2	0	0	1
63.3121	2.0199	inflation:price::witty:dumb	inflation:price	None	None	1	None	3	None	0	0	0	1	0	0
65.8784	2.0161	inflation:price::witty:dumb	None	witty:dumb	0	None	2	None	6	0	0	0	0	1	0
68.5984	1.5376	inflation:price::witty:dumb	inflation:price	witty:dumb	0	1	2	3	6	['l']	l	1	0	0	1
71.1785	2.0284	house:tent::tall:short	house:tent	None	None	1	None	2	None	0	0	0	1	0	0
74.0817	2.0319	house:tent::tall:short	None	tall:short	0	None	2	None	4	0	0	0	0	1	0
77.4713	2.0408	house:tent::tall:short	house:tent	tall:short	0	1	2	2	4	['a']	a	2	0	0	1
80.5500	2.0163	top:bottom::teach:instruct	top:bottom	None	None	2	None	5	None	0	0	0	1	0	0
83.9168	2.0402	top:bottom::teach:instruct	None	teach:instruct	0	None	1	None	1	0	0	0	0	1	0
86.6123	1.0037	top:bottom::teach:instruct	top:bottom	teach:instruct	0	2	1	5	1	['a']	a	2	0	0	1
88.6606	2.0151	paper:parchment::shovel:spoon	paper:parchment	None	None	1	None	2	None	0	0	0	1	0	0
92.3470	2.0320	paper:parchment::shovel:spoon	None	shovel:spoon	1	None	1	None	2	0	0	0	0	1	0
95.0179	1.6222	paper:parchment::shovel:spoon	paper:parchment	shovel:spoon	1	1	1	2	2	['a']	a	1	0	0	1
97.6915	2.0156	ahead:behind::breathe:live	ahead:behind	None	None	2	None	5	None	0	0	0	1	0	0
100.4261	2.0154	ahead:behind::breathe:live	None	breathe:live	0	None	3	None	9	0	0	0	0	1	0
102.9778	1.4074	ahead:behind::breathe:live	ahead:behind	breathe:live	0	2	3	5	9	['a']	a	2	0	0	1
105.4254	2.0317	work:earn::speak:express	work:earn	None	None	3	None	9	None	0	0	0	1	0	0
108.7881	2.0284	work:earn::speak:express	None	speak:express	1	None	3	None	9	0	0	0	0	1	0
111.4094	2.1827	work:earn::speak:express	work:earn	speak:express	1	3	3	9	9	['a']	l	2	0	0	1
114.6285	2.0504	sadness:cry::hot:cold	sadness:cry	None	None	3	None	8	None	0	0	0	1	0	0
118.4912	2.0628	sadness:cry::hot:cold	None	hot:cold	0	None	2	None	4	0	0	0	0	1	0
124.1474	1.2198	sadness:cry::hot:cold	sadness:cry	hot:cold	0	3	2	8	4	['a']	a	2	0	0	1
126.5564	2.3053	cute:adorable::raise:elevate	cute:adorable	None	None	1	None	1	None	0	0	0	1	0	0
130.3673	2.3244	cute:adorable::raise:elevate	None	raise:elevate	1	None	1	None	1	0	0	0	0	1	0
134.8777	0.6446	cute:adorable::raise:elevate	cute:adorable	raise:elevate	1	1	1	1	1	['a']	a	1	0	0	1
136.5563	2.0554	sword:knife::workout:sweat	sword:knife	None	None	1	None	2	None	0	0	0	1	0	0
139.9789	2.0739	sword:knife::workout:sweat	None	workout:sweat	0	None	3	None	7	0	0	0	0	1	0
144.2623	1.3166	sword:knife::workout:sweat	sword:knife	workout:sweat	0	1	3	2	7	['a']	a	2	0	0	1
146.6770	2.0826	drink:hydrate::bathe:clean	drink:hydrate	None	None	3	None	9	None	0	0	0	1	0	0
149.5039	2.0361	drink:hydrate::bathe:clean	None	bathe:clean	1	None	3	None	9	0	0	0	0	1	0
154.1433	0.5784	drink:hydrate::bathe:clean	drink:hydrate	bathe:clean	1	3	3	9	9	['l']	l	2	0	0	1
155.7736	2.0576	good:bad::shorten:distance	good:bad	None	None	2	None	4	None	0	0	0	1	0	0
158.8218	2.0404	good:bad::shorten:distance	None	shorten:distance	0	None	1	None	3	0	0	0	0	1	0
161.4404	0.8448	good:bad::shorten:distance	good:bad	shorten:distance	0	2	1	4	3	['a']	a	2	0	0	1
163.3936	2.0480	forward:backward::climb:descend	forward:backward	None	None	2	None	5	None	0	0	0	1	0	0
166.4891	2.1547	forward:backward::climb:descend	None	climb:descend	1	None	2	None	5	0	0	0	0	1	0
169.4967	2.3391	forward:backward::climb:descend	forward:backward	climb:descend	1	2	2	5	5	['l']	a	1	0	0	1
172.9190	2.1320	dirtiness:bathe::hunger:eat	dirtiness:bathe	None	None	3	None	8	None	0	0	0	1	0	0
175.9435	2.0451	dirtiness:bathe::hunger:eat	None	hunger:eat	1	None	3	None	8	0	0	0	0	1	0
178.7839	1.9241	dirtiness:bathe::hunger:eat	dirtiness:bathe	hunger:eat	1	3	3	8	8	['a']	a	1	0	0	1
181.8235	2.0557	wagon:trailer::stairs:ladder	wagon:trailer	None	None	1	None	2	None	0	0	0	1	0	0
184.5742	2.0841	wagon:trailer::stairs:ladder	None	stairs:ladder	1	None	1	None	2	0	0	0	0	1	0
187.4600	0.4922	wagon:trailer::stairs:ladder	wagon:trailer	stairs:ladder	1	1	1	2	2	['a']	a	1	0	0	1
189.0448	2.0264	enthusiastic:lazy::bright:dull	enthusiastic:lazy	None	None	2	None	6	None	0	0	0	1	0	0
192.2730	2.0592	enthusiastic:lazy::bright:dull	None	bright:dull	1	None	2	None	6	0	0	0	0	1	0
195.1515	1.2432	enthusiastic:lazy::bright:dull	enthusiastic:lazy	bright:dull	1	2	2	6	6	['l']	l	2	0	0	1
