Onset	Duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe
197.4407	2.1237	wash:clean::careful:cautious	wash:clean	None	None	3	None	9	None	0	0	0	1	0	0
201.0135	2.0898	wash:clean::careful:cautious	None	careful:cautious	0	None	1	None	1	0	0	0	0	1	0
203.7328	2.6819	wash:clean::careful:cautious	wash:clean	careful:cautious	0	3	1	9	1	['l']	a	2	0	0	1
207.4940	2.1259	heater:warmth::bath:cleanliness	heater:warmth	None	None	3	None	7	None	0	0	0	1	0	0
210.3343	2.0757	heater:warmth::bath:cleanliness	None	bath:cleanliness	1	None	3	None	7	0	0	0	0	1	0
213.5933	0.6469	heater:warmth::bath:cleanliness	heater:warmth	bath:cleanliness	1	3	3	7	7	['a']	a	1	0	0	1
215.3015	2.0629	pretty:beautiful::car:auto	pretty:beautiful	None	None	1	None	1	None	0	0	0	1	0	0
218.2022	2.0633	pretty:beautiful::car:auto	None	car:auto	1	None	1	None	1	0	0	0	0	1	0
220.9503	0.6579	pretty:beautiful::car:auto	pretty:beautiful	car:auto	1	1	1	1	1	['a']	a	1	0	0	1
222.6466	2.2015	explosion:damage::book:magazine	explosion:damage	None	None	3	None	7	None	0	0	0	1	0	0
226.0278	2.0924	explosion:damage::book:magazine	None	book:magazine	0	None	1	None	2	0	0	0	0	1	0
228.7454	4.0780	explosion:damage::book:magazine	explosion:damage	book:magazine	0	3	1	7	2	None	a	2	0	0	1
233.9597	2.0289	couch:sofa::exercise:fitness	couch:sofa	None	None	1	None	1	None	0	0	0	1	0	0
237.9593	2.0293	couch:sofa::exercise:fitness	None	exercise:fitness	0	None	3	None	7	0	0	0	0	1	0
240.5229	0.8294	couch:sofa::exercise:fitness	couch:sofa	exercise:fitness	0	1	3	1	7	['a']	a	2	0	0	1
242.4414	2.0785	darken:color::terror:fear	darken:color	None	None	1	None	3	None	0	0	0	1	0	0
245.3967	2.0139	darken:color::terror:fear	None	terror:fear	1	None	1	None	3	0	0	0	0	1	0
248.4516	1.7550	darken:color::terror:fear	darken:color	terror:fear	1	1	1	3	3	['a']	l	2	0	0	1
251.3102	2.1878	interior:exterior::start:finish	interior:exterior	None	None	2	None	5	None	0	0	0	1	0	0
254.6650	2.0816	interior:exterior::start:finish	None	start:finish	1	None	2	None	5	0	0	0	0	1	0
257.5350	1.2173	interior:exterior::start:finish	interior:exterior	start:finish	1	2	2	5	5	['a']	a	1	0	0	1
259.8232	2.0657	raise:salary::lower:volume	raise:salary	None	None	1	None	3	None	0	0	0	1	0	0
262.5235	2.1239	raise:salary::lower:volume	None	lower:volume	1	None	1	None	3	0	0	0	0	1	0
265.9352	0.8153	raise:salary::lower:volume	raise:salary	lower:volume	1	1	1	3	3	['a']	a	1	0	0	1
268.1577	2.1249	just:unfair::heat:temperature	just:unfair	None	None	2	None	6	None	0	0	0	1	0	0
271.0792	2.1624	just:unfair::heat:temperature	None	heat:temperature	0	None	1	None	3	0	0	0	0	1	0
273.9454	0.5188	just:unfair::heat:temperature	just:unfair	heat:temperature	0	2	1	6	3	['l']	l	1	0	0	1
275.4917	2.4184	big:small::dirty:clean	big:small	None	None	2	None	4	None	0	0	0	1	0	0
279.7772	2.3641	big:small::dirty:clean	None	dirty:clean	1	None	2	None	4	0	0	0	0	1	0
284.1039	2.0765	big:small::dirty:clean	big:small	dirty:clean	1	2	2	4	4	['a']	a	1	0	0	1
287.3307	2.2708	flee:escape::soften:voice	flee:escape	None	None	3	None	9	None	0	0	0	1	0	0
290.7416	2.1409	flee:escape::soften:voice	None	soften:voice	0	None	1	None	3	0	0	0	0	1	0
294.2406	1.5643	flee:escape::soften:voice	flee:escape	soften:voice	0	3	1	9	3	['a']	a	2	0	0	1
297.1856	2.1036	germs:sickness::acceleration:speed	germs:sickness	None	None	3	None	7	None	0	0	0	1	0	0
300.3428	2.1022	germs:sickness::acceleration:speed	None	acceleration:speed	0	None	1	None	3	0	0	0	0	1	0
303.1001	1.8299	germs:sickness::acceleration:speed	germs:sickness	acceleration:speed	0	3	1	7	3	['a']	a	2	0	0	1
305.9770	2.1245	discount:price::cook:eat	discount:price	None	None	1	None	3	None	0	0	0	1	0	0
309.3667	2.0741	discount:price::cook:eat	None	cook:eat	0	None	3	None	9	0	0	0	0	1	0
312.6153	0.9025	discount:price::cook:eat	discount:price	cook:eat	0	1	3	3	9	['l']	l	1	0	0	1
314.6080	2.0714	smiling:sad::illness:discomfort	smiling:sad	None	None	2	None	6	None	0	0	0	1	0	0
317.3530	2.0863	smiling:sad::illness:discomfort	None	illness:discomfort	0	None	3	None	7	0	0	0	0	1	0
320.1306	0.5651	smiling:sad::illness:discomfort	smiling:sad	illness:discomfort	0	2	3	6	7	['l']	l	1	0	0	1
