ABStart,ABDur,CDStart,CDDur,QStart,QDur,TrialTag,Match,QResponse,QCorrResponse
3.0600,2.0260,6.1538,2.0260,8.7096,3.5065,repetition:boredom::below:above,0,['a'],a
13.2425,2.0311,16.4457,2.0219,20.0945,2.3467,force:pressure::speed:movement,1,['l'],l
23.4773,2.0306,28.2585,2.0307,31.5694,0.8228,pillow:cushion::rake:fork,1,['l'],l
33.4294,2.0162,36.1327,2.0220,39.3190,0.6731,ladder:stairs::table:desk,1,['l'],l
41.0229,2.0164,43.6027,2.0146,46.6473,0.8488,option:choice::high:down,0,['l'],l
48.5395,2.0166,52.3841,2.0146,55.1784,2.7178,day:evening::happiness:smile,0,['l'],a
58.9378,2.0245,61.7643,2.0250,64.3353,1.0728,exercise:healthy::burnish:shine,1,['a'],a
66.4453,2.0159,69.3052,2.0154,72.2255,3.2548,boat:ship::pants:trousers,1,['a'],l
76.5078,2.0315,79.3040,2.0166,81.9618,1.1423,black:white::pretty:ugly,1,['a'],a
84.1336,2.0308,87.2749,2.0145,90.0842,0.5320,loud:discreet::picture:drawing,0,['l'],l
91.6505,2.0139,94.6877,2.0235,97.3199,1.0002,sleep:rest::advertise:promote,1,['a'],a
99.3526,2.0305,102.9481,2.0290,105.8510,1.6133,east:west::front:back,1,['l'],l
108.5091,2.0147,111.2142,2.0283,113.9609,1.0233,stimulus:response::joke:laughter,1,['l'],l
116.0075,2.0320,118.9492,2.0121,121.5843,0.9279,rise:sink::under:over,1,['a'],a
123.5673,2.0350,126.1954,2.0316,128.8348,4.0233,pencil:pen::north:south,0,None,l
133.9288,2.0326,136.9501,2.0269,140.4759,1.3484,right:bad::obey:protest,1,['a'],a
142.8511,2.0324,145.6643,2.0158,149.2259,1.3824,up:down::fire:burns,0,['a'],a
151.6487,2.0315,154.3517,2.0160,157.3825,2.9458,accept:reject::chair:sofa,0,['a'],a
161.3678,2.0155,164.2265,2.0318,167.6317,0.6886,rise:tide::left:right,0,['l'],l
169.3687,2.0146,172.4233,2.0298,175.3345,2.7618,disease:sickness::injury:pain,1,['a'],a
179.1337,2.1446,182.3605,2.0228,185.4751,1.6051,hill:mountain::anger:yell,0,['l'],l
188.1177,2.0273,191.3206,2.0159,195.0541,0.6901,thirsty:drink::fence:hedge,0,['a'],a
196.7722,2.0174,199.6853,2.0262,202.3043,1.5439,in:out::loneliness:socialize,0,['l'],l
204.8830,2.0160,207.4614,2.0158,211.4755,1.9247,spin:twirl::house:home,1,['a'],a
214.4300,2.0315,217.0395,2.0314,221.2571,1.5673,run:sprint::study:learn,0,['a'],l
223.8680,2.0154,226.7274,2.0154,229.4753,0.6290,fright:scream::heat:sweat,1,['a'],a
231.1510,2.0138,234.1801,2.0316,237.3362,1.6081,warm:cool::read:learn,0,['a'],a
239.9930,2.0155,242.6192,2.0143,245.2101,0.9422,dim:light::coldness:shiver,0,['l'],l
247.1969,2.0147,251.4927,2.0315,255.2885,0.8318,death:population::flood:water,1,['a'],l
257.1644,2.0160,260.5080,2.0162,263.1335,1.8987,fast:slow::bright:dark,1,['l'],l
266.0567,2.0300,268.7889,2.0165,272.5388,1.0376,sickness:medicate::danger:flee,1,['l'],l
274.6016,2.0320,277.7427,2.0158,280.6326,0.5197,ignite:burn::majority:small,0,['a'],a
282.1811,2.0306,284.8226,2.0298,288.3513,0.6009,tragedy:tears::rich:poor,0,['a'],a
289.9931,2.0155,294.8521,2.0158,297.6160,0.6003,tiredness:rest::big:large,0,['l'],l
299.2573,2.0170,302.3682,2.0154,305.3818,2.1706,low:up::good:wrong,1,['l'],a
308.5868,2.0313,311.5394,2.0162,314.3044,0.5279,trim:shorten::high:low,0,['a'],a
