Onset	Duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe
79.3040	2.0166	black:white::pretty:ugly	None	pretty:ugly	1	None	2	None	4	0	0	0	0	1	0
81.9618	1.1423	black:white::pretty:ugly	black:white	pretty:ugly	1	2	2	4	4	['a']	a	1	0	0	1
84.1336	2.0308	loud:discreet::picture:drawing	loud:discreet	None	None	2	None	6	None	0	0	0	1	0	0
87.2749	2.0145	loud:discreet::picture:drawing	None	picture:drawing	0	None	1	None	2	0	0	0	0	1	0
90.0842	0.5320	loud:discreet::picture:drawing	loud:discreet	picture:drawing	0	2	1	6	2	['l']	l	1	0	0	1
91.6505	2.0139	sleep:rest::advertise:promote	sleep:rest	None	None	3	None	9	None	0	0	0	1	0	0
94.6877	2.0235	sleep:rest::advertise:promote	None	advertise:promote	1	None	3	None	9	0	0	0	0	1	0
97.3199	1.0002	sleep:rest::advertise:promote	sleep:rest	advertise:promote	1	3	3	9	9	['a']	a	1	0	0	1
99.3526	2.0305	east:west::front:back	east:west	None	None	2	None	5	None	0	0	0	1	0	0
102.9481	2.0290	east:west::front:back	None	front:back	1	None	2	None	5	0	0	0	0	1	0
105.8510	1.6133	east:west::front:back	east:west	front:back	1	2	2	5	5	['l']	l	2	0	0	1
108.5091	2.0147	stimulus:response::joke:laughter	stimulus:response	None	None	3	None	7	None	0	0	0	1	0	0
111.2142	2.0283	stimulus:response::joke:laughter	None	joke:laughter	1	None	3	None	7	0	0	0	0	1	0
113.9609	1.0233	stimulus:response::joke:laughter	stimulus:response	joke:laughter	1	3	3	7	7	['l']	l	2	0	0	1
116.0075	2.0320	rise:sink::under:over	rise:sink	None	None	2	None	5	None	0	0	0	1	0	0
118.9492	2.0121	rise:sink::under:over	None	under:over	1	None	2	None	5	0	0	0	0	1	0
121.5843	0.9279	rise:sink::under:over	rise:sink	under:over	1	2	2	5	5	['a']	a	1	0	0	1
123.5673	2.0350	pencil:pen::north:south	pencil:pen	None	None	1	None	2	None	0	0	0	1	0	0
126.1954	2.0316	pencil:pen::north:south	None	north:south	0	None	2	None	5	0	0	0	0	1	0
128.8348	4.0233	pencil:pen::north:south	pencil:pen	north:south	0	1	2	2	5	None	l	1	0	0	1
133.9288	2.0326	right:bad::obey:protest	right:bad	None	None	2	None	6	None	0	0	0	1	0	0
136.9501	2.0269	right:bad::obey:protest	None	obey:protest	1	None	2	None	6	0	0	0	0	1	0
140.4759	1.3484	right:bad::obey:protest	right:bad	obey:protest	1	2	2	6	6	['a']	a	1	0	0	1
142.8511	2.0324	up:down::fire:burns	up:down	None	None	2	None	5	None	0	0	0	1	0	0
145.6643	2.0158	up:down::fire:burns	None	fire:burns	0	None	3	None	7	0	0	0	0	1	0
149.2259	1.3824	up:down::fire:burns	up:down	fire:burns	0	2	3	5	7	['a']	a	2	0	0	1
151.6487	2.0315	accept:reject::chair:sofa	accept:reject	None	None	2	None	4	None	0	0	0	1	0	0
154.3517	2.0160	accept:reject::chair:sofa	None	chair:sofa	0	None	1	None	2	0	0	0	0	1	0
157.3825	2.9458	accept:reject::chair:sofa	accept:reject	chair:sofa	0	2	1	4	2	['a']	a	2	0	0	1
161.3678	2.0155	rise:tide::left:right	rise:tide	None	None	1	None	3	None	0	0	0	1	0	0
164.2265	2.0318	rise:tide::left:right	None	left:right	0	None	2	None	5	0	0	0	0	1	0
167.6317	0.6886	rise:tide::left:right	rise:tide	left:right	0	1	2	3	5	['l']	l	1	0	0	1
169.3687	2.0146	disease:sickness::injury:pain	disease:sickness	None	None	3	None	7	None	0	0	0	1	0	0
172.4233	2.0298	disease:sickness::injury:pain	None	injury:pain	1	None	3	None	7	0	0	0	0	1	0
175.3345	2.7618	disease:sickness::injury:pain	disease:sickness	injury:pain	1	3	3	7	7	['a']	a	1	0	0	1
179.1337	2.1446	hill:mountain::anger:yell	hill:mountain	None	None	1	None	2	None	0	0	0	1	0	0
182.3605	2.0228	hill:mountain::anger:yell	None	anger:yell	0	None	3	None	8	0	0	0	0	1	0
185.4751	1.6051	hill:mountain::anger:yell	hill:mountain	anger:yell	0	1	3	2	8	['l']	l	1	0	0	1
188.1177	2.0273	thirsty:drink::fence:hedge	thirsty:drink	None	None	3	None	8	None	0	0	0	1	0	0
191.3206	2.0159	thirsty:drink::fence:hedge	None	fence:hedge	0	None	1	None	2	0	0	0	0	1	0
195.0541	0.6901	thirsty:drink::fence:hedge	thirsty:drink	fence:hedge	0	3	1	8	2	['a']	a	2	0	0	1
196.7722	2.0174	in:out::loneliness:socialize	in:out	None	None	2	None	5	None	0	0	0	1	0	0
199.6853	2.0262	in:out::loneliness:socialize	None	loneliness:socialize	0	None	3	None	8	0	0	0	0	1	0
202.3043	1.5439	in:out::loneliness:socialize	in:out	loneliness:socialize	0	2	3	5	8	['l']	l	1	0	0	1
204.8830	2.0160	spin:twirl::house:home	spin:twirl	None	None	1	None	1	None	0	0	0	1	0	0
207.4614	2.0158	spin:twirl::house:home	None	house:home	1	None	1	None	1	0	0	0	0	1	0
211.4755	1.9247	spin:twirl::house:home	spin:twirl	house:home	1	1	1	1	1	['a']	a	1	0	0	1
214.4300	2.0315	run:sprint::study:learn	run:sprint	None	None	1	None	1	None	0	0	0	1	0	0
217.0395	2.0314	run:sprint::study:learn	None	study:learn	0	None	3	None	9	0	0	0	0	1	0
221.2571	1.5673	run:sprint::study:learn	run:sprint	study:learn	0	1	3	1	9	['a']	l	1	0	0	1
223.8680	2.0154	fright:scream::heat:sweat	fright:scream	None	None	3	None	8	None	0	0	0	1	0	0
226.7274	2.0154	fright:scream::heat:sweat	None	heat:sweat	1	None	3	None	8	0	0	0	0	1	0
229.4753	0.6290	fright:scream::heat:sweat	fright:scream	heat:sweat	1	3	3	8	8	['a']	a	1	0	0	1
231.1510	2.0138	warm:cool::read:learn	warm:cool	None	None	2	None	4	None	0	0	0	1	0	0
234.1801	2.0316	warm:cool::read:learn	None	read:learn	0	None	3	None	9	0	0	0	0	1	0
237.3362	1.6081	warm:cool::read:learn	warm:cool	read:learn	0	2	3	4	9	['a']	a	2	0	0	1
239.9930	2.0155	dim:light::coldness:shiver	dim:light	None	None	1	None	3	None	0	0	0	1	0	0
242.6192	2.0143	dim:light::coldness:shiver	None	coldness:shiver	0	None	3	None	8	0	0	0	0	1	0
245.2101	0.9422	dim:light::coldness:shiver	dim:light	coldness:shiver	0	1	3	3	8	['l']	l	1	0	0	1
247.1969	2.0147	death:population::flood:water	death:population	None	None	1	None	3	None	0	0	0	1	0	0
251.4927	2.0315	death:population::flood:water	None	flood:water	1	None	1	None	3	0	0	0	0	1	0
255.2885	0.8318	death:population::flood:water	death:population	flood:water	1	1	1	3	3	['a']	l	2	0	0	1
257.1644	2.0160	fast:slow::bright:dark	fast:slow	None	None	2	None	4	None	0	0	0	1	0	0
260.5080	2.0162	fast:slow::bright:dark	None	bright:dark	1	None	2	None	4	0	0	0	0	1	0
263.1335	1.8987	fast:slow::bright:dark	fast:slow	bright:dark	1	2	2	4	4	['l']	l	2	0	0	1
266.0567	2.0300	sickness:medicate::danger:flee	sickness:medicate	None	None	3	None	8	None	0	0	0	1	0	0
268.7889	2.0165	sickness:medicate::danger:flee	None	danger:flee	1	None	3	None	8	0	0	0	0	1	0
272.5388	1.0376	sickness:medicate::danger:flee	sickness:medicate	danger:flee	1	3	3	8	8	['l']	l	2	0	0	1
274.6016	2.0320	ignite:burn::majority:small	ignite:burn	None	None	3	None	9	None	0	0	0	1	0	0
277.7427	2.0158	ignite:burn::majority:small	None	majority:small	0	None	2	None	6	0	0	0	0	1	0
280.6326	0.5197	ignite:burn::majority:small	ignite:burn	majority:small	0	3	2	9	6	['a']	a	2	0	0	1
282.1811	2.0306	tragedy:tears::rich:poor	tragedy:tears	None	None	3	None	7	None	0	0	0	1	0	0
284.8226	2.0298	tragedy:tears::rich:poor	None	rich:poor	0	None	2	None	4	0	0	0	0	1	0
288.3513	0.6009	tragedy:tears::rich:poor	tragedy:tears	rich:poor	0	3	2	7	4	['a']	a	2	0	0	1
289.9931	2.0155	tiredness:rest::big:large	tiredness:rest	None	None	3	None	8	None	0	0	0	1	0	0
294.8521	2.0158	tiredness:rest::big:large	None	big:large	0	None	1	None	1	0	0	0	0	1	0
297.6160	0.6003	tiredness:rest::big:large	tiredness:rest	big:large	0	3	1	8	1	['l']	l	1	0	0	1
299.2573	2.0170	low:up::good:wrong	low:up	None	None	2	None	6	None	0	0	0	1	0	0
302.3682	2.0154	low:up::good:wrong	None	good:wrong	1	None	2	None	6	0	0	0	0	1	0
305.3818	2.1706	low:up::good:wrong	low:up	good:wrong	1	2	2	6	6	['l']	a	1	0	0	1
308.5868	2.0313	trim:shorten::high:low	trim:shorten	None	None	3	None	9	None	0	0	0	1	0	0
311.5394	2.0162	trim:shorten::high:low	None	high:low	0	None	2	None	5	0	0	0	0	1	0
314.3044	0.5279	trim:shorten::high:low	trim:shorten	high:low	0	3	2	9	5	['a']	a	2	0	0	1
