wordpair,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
acceleration:speed,0.0693359,-0.136719,-0.237061,0.174805,-0.237915,-0.0413208,-0.105591,-0.33667,0.0361328,0.166016,-0.334961,0.0712891,-0.0888672,0.211426,-0.0302734,0.074707,0.0107422,-0.0986328,-0.0473633,0.331604,-0.0944824,0.199219,-0.0478516,-0.189453,0.0551758,0.125977,0.237305,-0.276611,0.00683594,-0.0943604,-0.325439,-0.297119,0.0639648,0.0844727,-0.0849609,0.0664062,0.00170898,-0.0361328,-0.0831451,-0.205566,-0.163574,-0.0546875,0.169922,0.460358,0.0795898,0.135376,-0.0551758,-0.132324,0.0878906,-0.239319,0.295654,-0.169922,-0.121826,0.208252,0.197021,0.107422,0.00341797,-0.034668,0.188232,-0.14859,-0.5,0.211914,-0.164062,-0.342041,-0.360901,0.0337677,0.0292969,-0.0566406,-0.152832,-0.348633,0.21582,-0.102539,-0.193604,0.0522461,0.0620117,-0.142578,0.03125,-0.0732422,-0.103027,0.0283203,0.125,-0.0778809,0.038208,0.183228,0.00976562,-0.098877,0.283203,0.116211,-0.179688,-0.117432,0.0385742,-0.342773,-0.228027,0.171875,0.274902,-0.0703125,0.0993652,0.329102,0.133789,-0.0653687,-0.216797,-0.249146,-0.283447,-0.0195312,0.0283203,-0.352539,0.0732422,-0.0240631,-0.178711,-0.00390625,-0.138916,-0.223145,0.0734863,0.306396,0.0688477,-0.0112305,-0.19751,0.00683594,0.112305,0.180176,0.150757,-0.0788574,0.0124512,-0.278809,0.0952759,-0.0410156,-0.0900879,0.197754,-0.0131836,-0.121826,-0.120483,0.106445,-0.0336914,0.219238,0.166016,0.0622559,0.13916,-0.186768,-0.0444336,0.416748,0.206177,-0.202148,-0.166229,0,0.0276489,-0.301758,0.0146484,-0.0412598,-0.170776,0.0869141,0.164062,-0.291992,0.00756836,0.074707,0.0351562,-0.140625,-0.204102,0.132568,0.26799,0.203369,0.122559,0.0192871,-0.0432205,-0.152466,0.0379639,0.207764,0.0688477,0.300293,0.0567627,0.290039,-0.112793,-0.01964,-0.129883,-0.0100098,0.14978,0.124512,0.166992,-0.0263672,0.247437,-0.00341797,-0.293457,0.0883789,0.154297,-0.130859,0.273743,0.180786,-0.227539,0.350098,0.0107422,0.0785522,-0.158203,-0.117065,0.00976562,-0.15332,-0.0415039,-0.0556641,-0.00244141,0.0825195,0.0471191,-0.161133,0.0493164,0.083252,-0.0932617,-0.162354,0.0107422,-0.144867,-0.149414,0.0292969,-0.0224609,0.133789,0.098999,-0.098999,0.043457,0.223145,-0.0595703,0.0205078,0.0227051,0.143066,0.353882,-0.141724,-0.19043,0.149902,0.168457,0.0274048,0.0322266,0.317383,0.111816,-0.338745,0.166016,0.0239258,0.0583496,0.219727,0.00390625,-0.13623,-0.0253906,0.251709,-0.0117188,0.00976562,0.0390625,-0.349609,0.0556641,0.121201,-0.263672,0.203857,-0.221924,-0.212891,-0.0976562,-0.0771484,-0.0371094,0.15918,0.192871,-0.112061,-0.356445,-0.297119,-0.186035,0.110352,-0.131898,-0.218658,0.0778809,0.0675049,0.0234375,-0.0571289,0.0942383,0.150635,-0.119873,-0.17041,0.125458,0.230469,-0.0878906,-0.0891724,0.217285,-0.132812,-0.0527344,-0.119141,0.109558,0.015625,-0.323242,0.0771484,0.0800781,-0.00341797,-0.0939941,-0.21875,-0.0517578,-0.0477295,0.0371094,-0.0683594,0.285461,-0.182129,0.0078125,-0.028244,-0.101746,0.126343,0.154785,0.0510254,0.23291,0.145752,-0.128036,0.150742,-0.209961,0.238068
big:large,0.0664062,-0.0424805,0.0532227,0.0185547,0.189453,-0.00976562,-0.0518799,0.0161133,0.0117188,0.16748,0.178955,-0.0561523,0.0712891,0.0310059,-0.00878906,0.216064,0.217773,-0.0395508,0.192383,-0.0183105,-0.0395508,0.191895,0.149902,0.124023,0.157227,0.265381,0.107422,-0.106689,0.111938,0.195862,-0.160645,0.0,0.228516,-0.00830078,-0.108154,-0.059082,-0.0541992,0.17041,0.164062,0.0625,0.0576172,-0.328125,0.0766602,-0.0733528,0.162598,0.0852051,0.153076,0.0203857,0.108856,0.153809,-0.117432,0.297363,-0.0595703,0.046875,0.0146484,-0.0522461,0.0239258,-0.0681305,0.134766,-0.0576172,0.0537109,0.0869141,0.0693359,0.0986328,-0.0822144,-0.0206299,0.0440674,-0.0449219,0.0410156,0.0708008,-0.0615234,0.0976562,-0.121094,-0.0126953,-0.0371094,0.0334473,-0.00488281,0.355499,-0.102661,0.0170898,0.0110168,0.0151367,-0.0872803,-0.0541992,0.0908203,0.0605469,0.212158,-0.125488,0.0107422,-0.0439453,0.195312,0.172852,-0.154297,-0.0943604,-0.191895,-0.202148,0.0949707,0.13623,-0.121582,-0.0535278,-0.00500488,0.204102,0.177368,-0.0791016,0.0324707,-0.090332,-0.0371094,-0.072998,0.0117188,0.133789,-0.0651855,0.236816,-0.0264893,0.0988159,0.0615234,0.0307007,-0.0777283,0.160889,-0.183563,-0.174744,-0.0526123,0.185059,-0.20752,0.13269,0.055542,-0.259949,0.0527344,0.154297,-0.101318,-0.0656128,-0.180176,-0.227539,-0.0675964,0.00488281,-0.074707,-0.083374,0.083252,0.128418,0.0333862,0.0570068,0.116211,-0.0604248,0.0810547,-0.119385,-0.0247803,-0.0387573,0.189941,-0.0366821,0.128418,-0.163574,-0.178711,0.109711,-0.088623,-0.00439453,-0.0473633,0.153687,0.012085,-0.249512,0.0366211,-0.109497,0.0986328,0.00854492,0.0655518,0.125488,0.0136719,-0.230469,0.00244141,-0.13623,0.0703125,0.0852051,-0.03125,0.0581055,0.310059,-0.0703125,-0.229004,0.108643,0.0429688,0.0570068,-0.0186768,0.236328,0.0471191,-0.181885,0.296387,0.0697021,-0.108398,0.0168457,-0.0959473,0.0516357,0.0194702,-0.146484,0.188721,0.182251,0.0750732,0.267639,0.198242,-0.0767822,-0.0767822,0.0791016,-0.228027,-0.0700989,0.00585938,-0.144043,0.0466309,0.0537109,0.0454102,-0.012207,-0.00195312,-0.104614,0.185059,0.131302,0.0117188,0.286621,0.0418701,0.114258,0.0366211,-0.164459,0.0908203,0.00976562,0.0524902,-0.0466309,-0.149902,0.124268,0.205078,0.123047,0.00927734,0.00756836,-0.0720062,0.036377,-0.128235,0.0473633,-0.105957,0.162842,-0.00927734,0.0546875,0.131104,0.235107,-0.0980225,-0.243164,-0.0776978,-0.0473633,0.188965,0.0311279,-0.106445,-0.0195312,-0.0298767,0.0507812,-0.0859375,-0.0107422,0.0484619,-0.159546,-0.0305786,0.0922852,0.0498047,0.093277,0.164917,0.00470734,0.0421753,0.178955,-0.182617,-0.184448,-0.195801,0.157227,0.0185547,-0.153503,0.0219727,-0.0499268,-0.00292969,-0.0964355,0.0363503,0.0935059,0.0395508,-0.000976562,0.0698242,-0.081543,0.00891113,0.0767212,-0.0341949,-0.0983887,-0.0789795,0.0334473,0.00585938,-0.0273438,-0.0952148,0.128662,0.0533447,0.0622559,0.0946808,-0.0582275,-0.0512695,-0.0371094,-0.0849609,-0.0900507,-0.126953,-0.0666504,-0.0872803,-0.149902,0.0329895,-0.188965,-0.0144043,-0.0244141
boat:ship,-0.0351562,-0.175293,0.0371094,-0.132812,-0.273438,-0.0783691,0.0620117,-0.119141,-0.119141,-0.0268555,0.271729,-0.00195312,-0.117188,-0.0595703,0.23291,-0.166016,0.050415,0.0444336,0.241699,0.100098,0.0849609,0.0297852,-0.107178,0.125336,-0.03125,-0.137451,-0.125244,0.193359,0.210938,0.16748,-0.271484,0.227051,0.144043,0.205078,0.155518,-0.154785,0.0898438,0.0791016,0.0483398,0.0302734,-0.212646,0.097168,0.135742,0.197266,-0.132568,-0.0361328,-0.097168,-0.0859375,0.247559,-0.0334473,-0.125977,0.0205078,0.0507812,-0.0439453,-0.0171509,-0.0136719,0.0874023,0.182617,0.00927734,0.0471191,-0.0751953,-0.0363159,0.00390625,-0.179932,0.0716553,-0.0106201,-0.0844727,0.0671387,0.0996094,-0.123047,0.0887451,-0.237793,0.0516357,0.300293,0.134766,0.0635986,-0.0302963,-0.115234,0.078186,-0.0136719,0.169922,-0.0888062,0.0366211,-0.0664062,-0.142906,0.0302734,-0.116943,-0.0830078,-0.197266,-0.0744629,0.0253906,0.0722656,0.0258789,0.0878906,-0.15332,-0.0458984,0.0938721,-0.460938,0.0263672,-0.187256,-0.109863,0.119141,0.209106,0.161804,-0.00390625,0.194092,0.30957,-0.0800781,0.268555,-0.0693359,-0.0273438,-0.103516,-0.0401611,0.0766602,0.00488281,-0.266602,0.105347,0.119629,-0.463867,-0.00317383,0.169922,0.279297,0.0703125,-0.050293,0.118896,0.0544434,0.115723,0.106201,-0.0410156,0.276611,-0.1604,-0.34082,0.0292969,0.0844727,-0.175537,-0.116699,0.175781,0,0.259857,0.112305,-0.186523,0.00805664,-0.0771484,-0.0499268,-0.0219727,-0.00976562,-0.247437,-0.053772,0.0625,-0.17041,-0.03125,-0.0129395,-0.0742188,0.0546875,0.257812,-0.0897522,0.163818,0.194336,-0.237305,0.111176,-0.106445,-0.0403442,0.188354,0.0625,-0.015625,0.126953,0.0527344,-0.126953,-0.0429688,-0.0742188,0.0322266,-0.0335693,-0.000610352,0.097168,-0.0297852,0.0576172,0.26416,0.117798,-0.15332,0.141602,0.2229,-0.0859375,0.19519,-0.0532227,-0.078125,-0.362793,0.111328,0.17334,0.189941,-0.0341797,-0.0249023,-0.1521,-0.255859,0.286865,0.129883,-0.177979,-0.211426,0.0605469,-0.036438,0.0605469,-0.259766,-0.0900879,-0.166992,-0.0761719,-0.0126953,-0.383789,-0.111084,0.221924,-0.0129395,0.404297,0.0952759,-0.0302734,0.0065918,-0.179688,0.0634766,-0.132812,-0.402344,0.206299,-0.00341797,-0.0821533,0.00732422,-0.0146484,0.0351562,-0.156006,0.161713,-0.0180664,0.487305,0.298828,-0.422852,0.10498,-0.0532227,0.101421,0.285156,-0.228027,-0.202576,-0.199219,0.134766,0.0504074,0.0309448,-0.00921631,0.226562,-0.145447,-0.0686035,-0.00683594,0.0670166,-0.0371094,-0.0482178,0.0341797,-0.0134888,-0.046875,0.024292,-0.00146484,0.0336914,0.200439,0.107422,0.106934,0.293945,0.134277,0.0738525,0.0410156,-0.0273438,0.141876,0.277832,0.0875244,0.0275879,0.400391,-0.148438,0.145508,0.0883789,-0.0455322,-0.0576172,0.162109,-0.160645,0.1875,-0.15516,0.198975,-0.121582,0.116699,-0.0322266,-0.046875,-0.0859375,-0.138672,0.101562,-0.0211792,-0.101562,0.0616455,0.155273,0.344727,-0.301758,0.0830078,-0.148193,0.0209961,-0.295898,-0.151398,-0.327637,-0.0844727,-0.119629,-0.262386,-0.199097,-0.134888
book:magazine,-0.0727539,-0.109619,0.0800781,0.0891113,-0.0654297,0.113403,0.0422363,0.46582,-0.00195312,-0.0689697,0.193115,-0.0124512,-0.0117188,-0.124512,-0.0810547,-0.0629883,0.0311279,0.102356,0.209473,-0.0351562,-0.196289,-0.0512695,0.150879,-0.296875,-0.258179,-0.0219727,-0.0200195,-0.339844,-0.03125,0.241699,-0.422852,-0.0527344,-0.161621,-0.262329,-0.373047,0.394531,-0.11377,-0.209961,0.120117,-0.276123,0.083252,0.143471,0.0847168,0.149414,-0.102295,-0.102539,-0.131348,0.00292969,-0.285645,-0.237305,-0.0976562,0.229248,-0.0933838,-0.359375,-0.0810547,0.146606,-0.272339,0.251953,0.0166016,-0.193726,-0.09375,-0.0859375,0.129272,0.244141,0.0326538,-0.178223,-0.0634766,-0.0525513,-0.14917,-0.389496,0.612793,-0.211548,0.12793,-0.0552979,0.144531,-0.16333,0.078125,0.116211,0.382812,-0.225098,0.342041,0.223877,-0.0690918,0.0317383,0.212891,-0.0615234,-0.0375977,-0.166016,-0.12146,0.0397949,-0.0126953,-0.0253906,-0.0847168,0.34668,0.0976562,-0.49707,-0.0234375,-0.0405273,-0.0610352,-0.214111,-0.12439,-0.0923538,0.213257,0.151855,-0.12793,-0.0810547,0.179688,-0.0449219,-0.140625,-0.117432,0.0387573,-0.0380859,-0.0859375,-0.167969,0.0556641,0.0881348,-0.293457,-0.207764,0.0400391,0.0797119,0.17041,0.31604,0.508789,-0.107178,-0.118408,-0.0692139,-0.144775,-0.0496521,-0.418945,0.34668,-0.115601,-0.145996,0.219727,-0.274414,-0.0400391,-0.0429688,0.00854492,-0.273941,-0.278809,-0.0909424,0.126465,-0.00376892,0.107544,-0.0891113,-0.090332,-0.012207,-0.247131,0.015625,0.0971069,-0.14209,0.185547,-0.079834,-0.104614,0.304688,-0.0859375,-0.0712891,0.362305,-0.0917969,-0.0549316,-0.0979004,0.09375,-0.170654,0.15918,0.0646973,0.0528564,0.328613,0.29187,-0.119751,-0.311035,-0.141357,-0.165527,0.124023,0.174072,0.0292969,0.120605,-0.28363,-0.046875,0.104004,0.273682,0.0974121,-0.101501,0.280273,-0.228027,-0.191406,-0.00439453,-0.155762,0.200684,-0.0361328,-0.116699,0.106934,-0.316406,0.00683594,-0.0449219,0.0338135,-0.263672,0.0629883,-0.131592,-0.0581055,-0.426758,0.277344,0.26001,-0.240356,0.107578,-0.0131836,0.0883789,-0.0493164,-0.143555,-0.110352,-0.250366,0.0991211,0.0400391,0.0234375,-0.112793,-0.135803,-0.188965,0.170898,-0.015625,-0.128418,0.0803223,-0.236847,0.0595703,-0.0561523,0.359863,-0.057373,0.180267,-0.189453,-0.103516,-0.088623,0.137939,-0.0523682,0.284668,-0.000976562,0.078125,-0.0234375,-0.236084,-0.172363,0.109619,0.0214844,-0.145508,-0.146484,0.0180664,-0.252441,0.299805,-0.231445,0.119171,0.17688,0.18457,0.246094,-0.0535278,0.0791016,-0.20459,0.0249023,0.272949,0.282715,-0.116699,-0.24646,0.00927734,0.134888,0.105591,-0.0454102,-0.147461,0.166504,-0.129639,-0.282959,-0.327148,-0.189453,0.413574,-0.153076,-0.114502,-0.350586,0.226852,0.206055,0.0571289,0.0898438,0.0512695,0.141113,0.0449219,-0.0880127,0.0944824,-0.0283203,0.274292,-0.179199,-0.139404,-0.0651855,0.310547,0.318359,-0.0341797,0.275391,-0.12561,-0.391602,-0.171875,0.114105,0.0546875,-0.515625,-0.0598145,-0.0839844,0.012146,-0.146484,-0.124512,-0.259064
car:auto,-0.0361328,-0.192749,-0.0534668,-0.248291,0.177734,-0.348633,0.00708008,-0.250488,0.0820312,0.157227,0.197266,-0.460938,0.101074,0.162109,0.0974121,0.0733643,-0.287323,0.0244141,0.097168,-0.0598755,0.0175781,-0.211426,0.188843,0.231934,0.00195312,-0.271729,-0.107178,0.0185547,-0.0585938,-0.131104,0.162109,0.0324707,0.032959,0.0078125,-0.175537,-0.0446777,-0.110352,-0.115723,-0.270996,-0.0986328,-0.13501,0.115845,0.0799561,-0.0927734,0.150391,0.0871582,-0.0503082,-0.0947266,0.118164,-0.00585938,-0.078125,0.196289,0.272949,-0.208008,-0.0947266,-0.050293,0.0616302,0.0703125,-0.0996094,0.0283203,0.183594,-0.0673828,0.335938,0.111816,0.102051,0.240723,0.16748,0.150269,-0.00488281,-0.0175171,0.105225,-0.116699,-0.117432,0.239258,0.140625,0.167389,-0.072998,-0.0670776,0.130127,0.157227,0.166016,0.224609,-0.117966,0.15918,0.00341797,-0.112549,0.00976562,-0.129883,0.0673828,0.301392,0.0205078,-0.00183105,-0.183105,-0.137695,0.140625,0.00439453,-0.272095,-0.0341797,0.115723,0.0734863,-0.186279,-0.0703125,0.436523,0.382324,0.126953,-0.183594,0.22229,-0.179321,-0.310059,0.0045166,-0.0771484,0.0224609,-0.00390625,-0.108887,-0.0390625,-0.414062,-0.0957031,-0.146484,-0.331055,-0.0917969,0.0931396,-0.121094,0.0246582,0.118164,-0.419678,0.28418,-0.0922852,-0.00976562,-0.106567,-0.0595703,0.100586,-0.097168,-0.0704346,-0.154724,0.0919189,-0.0700684,0.181885,-0.0078125,0.125,0.342773,-0.171387,0.253418,0.130371,-0.212891,-0.0957031,0.195801,-0.145508,-0.195557,-0.0717773,-0.257324,0.0566406,0.208496,0.0592041,0.0932617,0.226074,0.101685,-0.257324,-0.0239258,-0.230713,0.209473,-0.206299,0.294434,0.198242,0.0283203,0.0722656,-0.138489,0.354248,-0.0175781,0.0761719,-0.278809,-0.145752,0.0356445,-0.114746,0.015625,-0.220978,0.22168,0.0610352,0.00292969,-0.255371,0.40332,0.372559,-0.00439453,-0.0810547,-0.123535,-0.0966797,-0.23877,0.143677,0.131836,-0.268555,0.0180664,-0.124023,-0.0472412,-0.0771484,0.0244141,0.233261,0.0183105,-0.230377,0.128906,-0.01297,0.116211,0.308594,0.0810547,-0.321533,0.185547,0.102173,-0.105469,-0.0917969,0.266113,0.0410156,0.179932,0.119385,-0.17627,-0.0720825,-0.00836182,-0.178223,0.238281,-0.177979,-0.0673828,0.0623779,0.0974121,-0.03125,0.0585938,0.605469,0.117188,-0.0720215,-0.106689,0.125854,0.0717773,-0.199951,-0.115479,0.164795,0.202881,-0.0665283,-0.189575,-0.163086,0.124023,-0.00390625,0.147339,-0.0239258,-0.0803223,0.0849609,0.00537109,0.0078125,-0.249146,0.208984,-0.0565186,0.050293,-0.217773,0.124023,0.0546875,0.0390625,0.258789,0.0146484,0.197876,-0.0743408,-0.0541992,-0.183838,-0.0202637,0.189697,-0.243652,0.145508,0.128906,-0.239624,0.269531,-0.116211,-0.0957031,-0.194336,0.110352,-0.236328,0.155273,-0.0078125,-0.115723,0.291992,0.203735,0.111206,0.0771484,-0.092041,-0.127075,-0.18103,-0.0887756,0.168945,0.149048,-0.129456,0.0908203,0.171387,0.118164,0.103394,0.0285645,-0.00952148,0.0200195,0.0351562,0.323242,-0.23584,0.165527,-0.0739746,-0.175171,0.135498,-0.125,-0.148567,0.207031
careful:cautious,0.117188,-0.03125,-0.15271,0.0253906,0.107422,0.0516357,0.15625,0.027832,-0.107422,-0.296143,-0.0806274,-0.0820312,-0.181152,-0.0708618,0.198242,0.00549316,-0.0126953,-0.0925293,-0.078125,-0.132538,-0.0649414,-0.242188,0.027832,0.0253906,-0.0175781,-0.186035,-0.00390625,-0.117188,-0.273438,-0.237274,-0.0633545,0.0893555,0.127197,0.121094,-0.00341797,0.0712891,0.161499,0.0147462,0.0820312,-0.0146484,0.0078125,0.0722656,0.264648,-0.202086,-0.00683594,-0.00592041,0.09375,-0.0126953,-0.0651855,-0.208984,-0.307312,0.0859375,0.10791,-0.299805,0.194824,0.100586,-0.164551,-0.0273438,0.130859,0.0625,0.0566406,0.0322266,0.19043,-0.109253,0.114502,-0.101562,-0.16626,-0.0881958,-0.0253906,-0.154785,0.145508,0.0908203,0.0527344,-0.268311,-0.125,0.0078125,-0.288086,-0.0761719,-0.152344,-0.0644531,-0.0175781,-0.168945,0.198242,-0.0793457,-0.145508,-0.125,0.152344,0.228516,0.152344,0.25,0.0629883,0.088623,-0.0130615,0.019043,0.088623,-0.186035,-0.0126953,-0.119141,0.0136719,0.100708,-0.375977,0.0527344,-0.151917,0.0297852,-0.180664,0.114258,-0.126404,0.136047,-0.149902,0.0371094,-0.387695,-0.0703125,-0.127319,0.0119324,0.32959,0.169434,-0.256836,0.0673828,-0.245483,-0.0615234,-0.140625,0.0527344,0.161133,-0.0996094,-0.0126953,0.423706,-0.121338,0.00500488,0.242401,-0.043396,-0.124268,-0.164307,-0.223145,-0.0449219,0.043457,0.0595703,0.103027,-0.109375,0.231781,-0.0878906,-0.0693359,-0.0740356,-0.155273,0.00341797,0.0812988,0.0800781,0.130322,0.178223,0.103516,0.0996094,0.0830078,0.156494,0.0654297,-0.28418,0.160156,-0.146973,0.0642395,-0.0750732,-0.105225,0.0214844,-0.0849609,0.123047,-0.209961,0.268555,-0.126953,-0.169678,0.0783691,-0.197754,-0.000488281,-0.140381,0.0839844,-0.101746,-0.19043,-0.0864258,0.182129,-0.00830078,-0.0166016,0.159668,-0.0722656,-0.010498,0.0493164,0.0946655,-0.0905762,0.110779,0.0576172,0.317383,-0.0276489,-0.289062,0.0595703,0.0136719,0.0708008,-0.00439453,0.341553,-0.0244141,-0.0456543,0.159668,-0.00683594,-0.193298,-0.0615234,-0.164185,0.213135,0.172363,0.117188,0.141113,-0.0820312,0.155273,0.0719604,0.161133,0.157959,0.105469,0.0646973,0.220215,-0.123535,-0.164551,0.090332,-0.234375,-0.0454102,0.210327,0.219482,0.0869141,-0.147705,-0.15332,-0.0703125,-0.0214844,-0.0599556,0.0078125,0.0791016,0.387451,-0.0585938,-0.097168,0.199463,-0.234863,-0.12085,0.0244141,-0.0469513,-0.0869141,-0.123535,0.17334,0.187988,-0.0566406,-0.081543,-0.0611572,0.00927734,-0.149902,0.0109863,-0.0361328,-0.121338,-0.041748,-0.136963,0.173279,-0.00244141,-0.128448,0.109863,0.101318,0.325195,0.124512,-0.0248413,-0.163208,-0.104736,-0.102539,0.0765381,-0.0452576,-0.0395508,-0.148926,0.0244141,-0.0791016,-0.0566406,0.203125,0.00585938,-0.0609131,0.00537109,0.117676,-0.0927734,0.504883,0.00720215,-0.0444336,0.197266,-0.0786133,-0.0888672,-0.0371094,-0.0859375,-0.090332,0.20752,0.284607,-0.353516,0.0166016,-0.0447998,-0.03125,0.0454102,-0.0654297,0.095459,0.0578613,-0.168579,0.166748,-0.0874023,0.0585938,0.128662,-0.146973,-0.266602,0.0224609
chair:sofa,-0.112793,-0.212891,0.0332031,-0.296677,-0.404221,-0.219482,0.0825195,-0.0224609,-0.126953,-0.268066,0.123779,0.272949,-0.115479,-0.192627,0.328003,0.200195,0.308105,-0.0430908,-0.065918,-0.0168457,-0.0737305,0.215698,-0.2146,0.00927734,-0.00634766,-0.285522,-0.155029,-0.0595703,-0.177734,0.0830078,-0.151367,-0.105469,0.0498047,0.0239258,0.357574,0.30249,-0.287598,0.216309,0.114746,-0.0983887,0.125,0.249023,-0.148193,-0.102417,-0.386719,-0.191406,-0.103516,0.119751,0.0429688,0.402344,-0.327881,-0.129974,-0.000976562,0.106445,-0.0513916,0.127686,-0.0151367,-0.154053,0.249023,-0.297852,-0.183105,-0.146118,0.305664,-0.0605469,-0.0560303,-0.121338,0.0966797,0.251953,0.140381,0.0078125,-0.0917969,-0.289032,0.0821228,-0.14209,-0.15332,-0.149414,-0.0581055,0.330078,0.0969238,0.121094,0.192871,-0.111633,0.0376511,-0.00683594,0.0185547,-0.0332031,-0.395508,-0.517578,-0.0727539,-0.112915,0.265625,-0.118164,0.240723,0.0664062,0.0793457,0.331055,-0.152344,0.0581055,-0.148315,0.101562,-0.171631,-0.123047,-0.291435,0.134155,0.297668,0.288574,-0.503906,0.00274658,0.0188599,0.0708008,-0.21582,-0.143066,0.0332031,0.0185547,-0.273438,0.12207,0.139404,0.0703125,0.190979,-0.193573,0.0848694,-0.168701,-0.081543,0.0573425,0.103516,0.0678711,0.0263672,-0.00329208,0.125488,0.0273438,0.11145,-0.225098,0.124023,-0.24292,0.0146484,0.228516,0.368164,-0.019043,0.0012207,-0.0549316,-0.134125,0.0565643,-0.0529938,0.00439453,-0.0913086,0.0537109,0.0593262,-0.190918,0.477051,0.198242,-0.0351562,-0.0654297,-0.0639648,0.361816,0.165039,0.0612793,0.0566406,0.106445,-0.034668,-0.118896,0.103271,-0.31543,-0.0507812,0.271484,0.03125,-0.0166016,-0.244141,-0.288086,0.175293,-0.157471,0.309479,0.230469,-0.00195312,0.0078125,0.165527,-0.320312,-0.078125,-0.0644531,0.195312,-0.28125,0.0820312,0.0249023,0.152344,0.0410156,-0.223511,0.060791,0.2146,-0.0874023,-0.0292969,0.244629,-0.0253906,0.205078,0.0158691,0.15918,-0.172363,-0.456543,-0.264648,-0.101562,0.392578,0.134266,-0.0839844,0.164307,0.326904,-0.421143,-0.292969,-0.145508,0.293276,-0.0830078,-0.0395508,-0.00732422,0.390137,-0.0993652,0.288086,-0.0820312,-0.13916,0.243164,-0.0810547,-0.369629,0.310059,-0.0673828,0.322266,-0.174805,-0.060791,-0.015625,0.370117,0.00585938,0.12793,0.0297241,0.116455,0.0332031,-0.362305,0.0908203,-0.18042,0.149292,-0.0981445,-0.180176,-0.112305,-0.090332,0.20459,-0.043045,-0.218994,0.0458984,-0.0937195,-0.03125,0.161621,-0.157227,-0.098877,-0.218262,-0.109375,0.0644531,-0.0612793,0.0175781,-0.401367,-0.351562,0.110352,0.0366211,0.333984,-0.0869141,-0.264648,-0.036377,-0.0570068,-0.109592,0.154297,-0.178711,0.166016,-0.338196,0.137207,0.308594,0.118164,0.122803,0.182129,-0.136719,0.19577,0.078125,-0.180481,-0.363281,-0.0206299,-0.213379,-0.219116,0.223145,0.214844,0.0949707,-0.0546875,0.138672,0.103516,0.220215,0.138672,-0.0742188,0.0244141,-0.363312,0.0136719,-0.255371,-0.0517578,0.123291,-0.312988,0.154297,0.0273438,0.160645,-0.0195312,0.0854492
