ABStart,ABDur,CDStart,CDDur,QStart,QDur,TrialTag,Match,QResponse,QCorrResponse
3.0347,2.0086,5.8010,2.0087,8.6923,1.6055,accept:reject::chair:sofa,0,['l'],l
11.3254,2.0112,13.9849,2.0085,16.6831,0.4832,in:out::loneliness:socialize,0,['a'],l
18.2141,2.0051,20.7733,2.0090,23.6664,0.7076,dim:light::coldness:shiver,0,['a'],a
25.3918,2.0007,28.4951,2.0122,32.7414,0.5589,east:west::front:back,1,['a'],a
34.3203,2.0134,37.1624,2.0156,40.4007,0.7437,black:white::pretty:ugly,1,['l'],l
42.1655,2.0074,44.9291,2.0063,48.0326,1.6392,exercise:healthy::burnish:shine,1,['l'],l
50.7027,2.0147,53.5504,2.0157,56.5221,0.8235,tragedy:tears::rich:poor,0,['a'],a
58.3642,2.0150,61.9429,2.0154,64.6646,0.5912,option:choice::high:down,0,['a'],a
66.2870,2.0007,68.8504,2.0004,72.1987,0.8516,up:down::fire:burns,0,['l'],l
74.0593,2.0095,76.9439,1.9962,80.1769,0.6305,ladder:stairs::table:desk,1,['a'],a
81.8348,2.0075,85.6084,2.0006,88.1659,0.6895,tiredness:rest::big:large,0,['l'],l
89.8835,2.0150,92.5146,2.0047,95.3815,0.9835,run:sprint::study:learn,0,['a'],a
97.3958,2.0151,100.0833,2.0005,102.8209,0.4724,fright:scream::heat:sweat,1,['a'],a
104.3180,2.0007,107.4342,2.0082,110.2585,0.6904,boat:ship::pants:trousers,1,['a'],a
111.9773,2.0003,114.6504,2.0151,117.6839,0.5980,stimulus:response::joke:laughter,1,['a'],a
119.3067,2.0005,123.1515,2.0003,126.0607,0.6056,rise:sink::under:over,1,['a'],a
127.6869,2.0129,130.4668,2.0152,133.2038,1.4244,sickness:medicate::danger:flee,1,['l'],l
135.6594,2.0114,139.2811,1.9997,142.3963,0.5372,pillow:cushion::rake:fork,1,['l'],l
143.9577,2.0150,147.0199,1.9874,150.5620,0.5593,thirsty:drink::fence:hedge,0,['a'],a
152.1489,2.0107,155.2591,2.0102,158.8975,0.4715,spin:twirl::house:home,1,['a'],a
160.3971,2.0142,164.4596,2.0154,167.2595,1.6930,disease:sickness::injury:pain,1,['a'],a
169.9778,2.0145,172.9614,2.0022,175.7474,0.7626,ignite:burn::majority:small,0,['l'],l
177.5271,2.0155,180.1524,2.0006,182.8291,0.8681,trim:shorten::high:low,0,['a'],a
184.7176,2.0145,188.1261,2.0134,190.7830,0.9220,loud:discreet::picture:drawing,0,['a'],a
192.7364,2.0047,196.7422,2.0113,200.0695,0.8266,fast:slow::bright:dark,1,['l'],l
201.9310,2.0108,204.7094,2.0153,207.3829,0.9445,force:pressure::speed:movement,1,['l'],l
209.3381,2.0141,212.2906,1.9964,215.0248,2.4360,death:population::flood:water,1,['l'],l
218.4905,2.0006,221.0224,2.0023,223.6838,0.8380,rise:tide::left:right,0,['a'],a
225.5419,2.0151,228.2140,2.0154,230.7940,0.9874,hill:mountain::anger:yell,0,['a'],l
232.8085,2.0039,236.8929,2.0155,239.5672,1.4419,day:evening::happiness:smile,0,['a'],l
242.0386,2.0005,245.3990,1.9916,248.1161,1.4161,warm:cool::read:learn,0,['a'],a
250.5661,2.0132,253.3302,2.0040,256.2443,0.9025,repetition:boredom::below:above,0,['a'],a
258.1618,1.9986,261.9248,2.0155,264.4593,0.6120,low:up::good:wrong,1,['l'],l
266.0995,2.0134,269.6009,2.0082,272.7130,0.5114,right:bad::obey:protest,1,['a'],a
274.2429,2.0005,277.3064,2.0157,279.9182,0.5721,pencil:pen::north:south,0,['l'],l
281.5102,2.0005,286.3893,2.0136,289.7195,0.4313,sleep:rest::advertise:promote,1,['a'],a
