ABStart,ABDur,CDStart,CDDur,QStart,QDur,TrialTag,Match,QResponse,QCorrResponse
3.0168,2.0094,6.1569,2.0039,8.8573,0.5596,shorten:distance::force:pressure,1,['a'],a
10.4353,2.0009,12.9990,2.0002,16.5646,0.6833,speed:movement::fat:thin,0,['l'],l
18.2704,2.0109,21.1166,2.0064,24.1641,1.0020,bright:dark::cute:adorable,0,['a'],a
26.1876,2.0150,28.9389,2.0143,31.5203,0.7171,hunger:eat::dirtiness:bathe,1,['a'],a
33.2555,2.0149,36.4139,2.0131,39.0081,0.7451,teach:instruct::germs:sickness,0,['a'],l
40.7728,2.0155,44.0463,2.0080,46.8691,0.6724,left:right::tragedy:tears,0,['l'],l
48.5704,2.0005,51.7132,2.0027,54.2510,0.9223,under:over::drink:hydrate,0,['l'],l
56.1956,2.0146,58.7416,1.9933,61.5520,0.5798,obey:protest::right:bad,1,['a'],a
63.1519,2.0047,66.0551,2.0008,68.6380,0.7008,pretty:ugly::good:bad,1,['l'],l
70.3723,1.9985,72.9039,2.0142,75.5628,2.0971,dirty:bathe::thirst:drink,1,['l'],a
78.6864,2.0140,81.2706,2.0083,84.1263,1.0876,happiness:smile::accept:reject,0,['a'],a
86.2360,2.0125,88.9688,2.0119,91.8964,1.0958,speak:express::flee:escape,1,['l'],l
94.0109,2.0006,98.3411,2.0161,100.9852,0.5443,fun:boring::powerful:meek,1,['a'],a
102.5613,1.9998,105.9535,2.0149,108.5652,2.4550,bright:dull::ladder:stairs,0,['l'],a
112.0478,2.0040,115.0092,2.0124,118.2904,0.4112,fence:hedge::paper:parchment,1,['a'],l
119.7271,2.0150,122.3243,2.0144,124.8738,1.4881,bath:cleanliness::pencil:pen,0,['l'],a
127.3880,2.0150,130.8944,2.0107,134.1865,0.6499,workout:sweat::disease:sickness,1,['a'],a
135.8574,2.0148,138.5284,2.0006,141.8922,0.7286,read:learn::sleep:rest,1,['l'],l
143.6393,1.9999,146.3432,2.0001,148.9245,0.6286,witty:dumb::loss:grief,0,['a'],a
150.5792,2.0029,153.9110,2.0153,156.7421,0.7199,joke:laughter::rise:tide,0,['l'],a
158.4898,1.9886,161.1343,2.0007,164.2316,0.4549,house:home::boat:ship,1,['a'],a
165.7170,2.0024,168.7847,2.0132,171.9420,0.6339,illness:discomfort::stimulus:response,1,['a'],a
173.6039,2.0109,176.2736,2.0140,179.3217,0.5901,book:magazine::exercise:healthy,0,['l'],a
180.9277,2.0058,184.5905,1.9998,187.5646,0.5680,bathe:clean::run:sprint,0,['l'],a
189.1548,2.0026,191.9509,2.0014,194.5171,0.4579,rich:poor::fast:slow,1,['a'],a
195.9999,2.0002,198.6416,2.0126,202.4384,0.5657,table:desk::wagon:trailer,1,['a'],a
204.0300,2.0011,206.6767,2.0111,209.8484,0.6619,big:large::low:up,0,['a'],a
211.5337,2.0024,215.1619,2.0109,218.1924,0.6931,start:finish::top:bottom,1,['l'],l
219.9082,2.0002,223.1741,2.0007,225.7715,0.5065,chair:sofa::east:west,0,['a'],a
227.2984,2.0145,230.2972,2.0007,232.8518,0.9326,study:learn::warm:cool,0,['l'],l
234.8068,2.0123,237.4455,2.0148,240.1185,0.8316,dark:light::hill:mountain,0,['l'],l
241.9606,2.0031,245.2937,2.0143,247.9053,0.5902,high:low::up:down,1,['l'],l
249.5135,2.0037,253.8122,1.9999,256.6123,1.4075,coldness:shiver::sword:knife,0,['l'],a
259.0484,2.0148,261.7325,2.0000,264.7985,0.8193,pants:trousers::spin:twirl,1,['l'],l
266.6410,2.0117,269.8096,1.9998,272.4101,0.9223,terror:fear::dim:light,1,['l'],a
274.3618,2.0152,277.5184,2.0003,280.0677,0.8028,flood:water::sadness:cry,0,['a'],l
